"lemma"	"id"	"def"	"pl"
"tridaśeśvara"	"209392"	"name of Indra ; name of Kṛṣṇa"	"X"
"saṃcoday"	"164901"	"to impel ; to push on ; to drive ; to shoot off ; to inflame ; to arouse ; to animate ; to instigate ; to further ; to brandish ; to wield ; to summon ; to challenge ; to procure quickly"	"X"
"abhīps"	"199463"	"to wish ; to desire"	"X"
"udvaha"	"56973"	"the act of leading home (a bride) ; marriage ; son ; offspring ; chief offspring ; the fourth of the seven winds or courses of air (viz. that which supports the Nakṣatras or lunar constellations and causes their revolution) ; the vital air that conveys nourishment upwards ; one of the seven tongues of fire ; name of a king"	"X"
"savyasācin"	"105483"	"name of Arjuna ; name of Kṛṣṇa ; Terminalia Arjuna"	"X"
"paripālay"	"170863"	"to protect ; to guard ; to rule"	"X"
"agrya"	"6022"	"foremost ; topmost ; principal ; best ; proficient ; well versed in"	"X"
"upaskara"	"44786"	"any utensil ; implement or instrument ; any article of household use ; appurtenance ; apparatus ; an ingredient ; condiment ; spice ; name of a Ṛṣi ; ornament ; decoration ; blame ; censure"	"X"
"hāṭaka"	"109827"	"gold"	"X"
"bhāṇḍa"	"49622"	"any vessel ; pot ; dish ; pail ; vat ; box ; case ; any implement ; tool ; instrument ; horse-trappings ; harness ; any ornament ; a musical instrument ; goods ; wares ; merchandise ; capital ; treasure ; the bed of a river ; mimicry ; buffoonery"	"X"
"yoktra"	"64787"	"any instrument for tying or fastening ; a rope ; thong ; halter ; the thongs by which an animal is attached to the pole of a carriage ; the band round broom ; the tie of the yoke of a plough"	"X"
"dānta"	"146245"	"made of ivory"	"X"
"śalākā"	"128012"	"any small stake or stick ; rod ; twig (smeared with lime for catching birds) ; rib (of an umbrella) ; bar (of a cage or window) ; chip ; splinter ; splint ; pencil ; a piece of bamboo (borne as a kind of credential by mendicants and marked with their name) ; the quill of a porcupine ; an oblong quadrangular piece of ivory or bone (used in playing a particular game) ; a peg ; pin ; arrow-head ; needle ; a probe ; any pointed instrument ; a sprout ; sprig ; shoot of any kind ; a ruler ; a toothpick or tooth-brush ; a match or thin piece of wood (used for ignition by friction) ; a bone ; a finger ; toe ; a porcupine ; a particular thorny shrub ; Vanguieria Spinosa ; the Sārikā bird ; Turdus Salica ; name of a town ; name of a woman ; [medic.] a kind of surgical instrument ; [alchemy]"	"X"
"upācar"	"160670"	"to come near to ; to approach ; to attend upon ; to wait on ; to serve ; to be obedient ; to physic"	"X"
"saṃstuti"	"8416"	"praise ; eulogy ; figuritive mode of expression"	"X"
"purohita"	"144596"	"one holding a charge or commission ; an agent ; (esp.) a family priest ; a domestic chaplain"	"X"
"śrutavat"	"40799"	"one who has heard ; possessing (sacred) knowledge ; learned ; pious ; connected with or founded on knowledge"	"X"
"japya"	"87700"	"a muttered prayer"	"X"
"mantra"	"36369"	"speech ; sacred text ; a prayer ; a Vedic hymn ; a magical formula ; spell ; consultation ; advice ; device ; secret"	"X"
"oṣadhī"	"169241"	"name of Devī in Uttarakuru"	"X"
"svastyayana"	"121765"	"auspicious progress ; success ; blessing ; benediction ; bringing or causing good fortune"	"X"
"prakṛ"	"162335"	"to produce ; to accomplish ; to perform ; to achieve ; to effect ; to make into ; to render ; to marry ; to appoint ; to charge with ; to enable to ; to make fit for (inf.) ; to remove ; to destroy ; to kill ; to violate ; to pollute (a girl) ; to induce ; to move ; to incline ; to make a person perform anything ; to set the heart upon ; to make up the mind to (dat. or loc.) ; to resolve ; to determine ; to gain ; to win ; to conquer ; to lay out ; to expend ; to put forward ; to mention first ; to make the subject of discussion ; to serve ; to honour ; to worship"	"X"
"brāhmaṇasāt"	"149560"	"to the Brāhmans"	"X"
"kiṅkiṇīka"	"23271"	"an arrow ornamented with small bells"	"X"
"parārdhya"	"16357"	"being on the more remote or opposite side or half ; most distant in number ; of the highest possible number ; highest in rank or quality ; most excellent ; best ; more excellent than (abl.)"	"X"
"arci"	"53056"	"ray ; flame ; name of one of the twelve Ādityas"	"X"
"saṃgrah"	"164885"	"to seize or hold together ; to take or lay hold of ; to grasp ; to gripe ; to clasp ; to clench ; to snatch ; to take ; to receive (kindly or hospitably) ; to encourage ; to support ; to favour ; to protect ; to seize on ; to attack (as an illness) ; to apprehend ; to conceive ; to understand ; to carry off ; to gather together ; to assemble ; to collect ; to compile ; to include ; to comprehend ; to contain ; to draw together ; to contract ; to make narrower ; to abridge ; to draw together (a bow in order to unstring it) ; to hold in ; to restrain ; to check ; to govern ; to constrain ; to force ; to keep together ; to close ; to shut (as the mouth) ; to concentrate (the mind) ; to take in marriage ; to marry ; to mention ; to name"	"X"
"gāṇḍiva"	"130285"	"the bow of Arjuna (presented by Soma to Varuṇa) ; a bow (in general)"	"X"
"hasta"	"166517"	"the hand ; trunk (of an elephant) ; autograph ; [astron.] name of a lunar mansion"	"X"
"kadācid"	"167010"	"irgendwann"	"X"
"anāyudha"	"10342"	"weaponless ; having no implements"	"X"
"bhuja"	"50449"	"the arm ; the hand ; the trunk of an elephant ; a branch ; bough ; a bending ; curve ; coil ; the side of any geometrical figure ; the base of a triangle ; the base of a shadow ; the supplement of 2 or 4 right angles or the complement of 3 right angles ; [alchemy] the kañcuka called bhūja"	"X"
"bhasman"	"49409"	"ashes ; sacred ashes (smeared on the body) ; [alchemy] one of the five effects of fixation of mercury"	"X"
"khela"	"128905"	"moving ; shaking ; trembling"	"X"
"pratimāna"	"139769"	"a counterpart ; well-matched opponent ; adversary ; a model ; pattern ; an image ; picture ; idol ; comparison ; likeness ; similarity ; resemblance ; a weight"	"X"
"pravyath"	"163074"	"to tremble ; to be afraid of (gen.) ; to be disquieted or distressed"	"X"
"paṅka"	"14658"	"mud ; mire ; dirt ; clay ; ointment ; unguent ; moral impurity ; sin"	"X"
"uṣṭra"	"38286"	"a buffalo ; a camel ; a cart ; name of an Asura"	"X"
"darpa"	"145802"	"pride ; arrogance ; haughtiness ; insolence ; conceit ; [alchem.] one of the malas of mercury"	"X"
"vij"	"158962"	"to move with a quick darting motion ; to speed ; to heave (said of waves) ; to start back ; to recoil ; to flee from (abl.)"	"X"
"guḍākeśa"	"123214"	"the hero Arjuna ; Śiva"	"X"
"janārdana"	"87520"	"Viṣṇu or Kṛṣṇa ; name of several men ; name of a locality"	"X"
"pratap"	"162437"	"to give forth heat ; to burn ; to glow ; to shine (lit. and fig.) ; to feel pain ; to suffer ; to warm ; to heat ; to shine upon ; to roast ; to bake ; to kindle ; to light ; to illumine ; to pain with heat ; to torment ; to harass"	"X"
"balastha"	"154353"	"a warrior ; soldier"	"X"
"īkṣ"	"156133"	"to see ; to look ; to view ; to behold ; to look at ; to gaze at ; to watch over ; to see in one's mind ; to think ; to have a thought ; to regard ; to consider ; to observe (the stars etc.) ; to foretell for (dat)"	"X"
"āhṛ"	"160039"	"to fetch ; to bring ; to bring near ; to offer ; to reach forth ; to deliver ; to give ; to fetch for one's self ; to take away ; to take ; to receive ; to get ; to conceive (as a woman) ; to bring home (a bride) ; to put on ; to take for one's self ; to use ; to enjoy ; to manifest ; to utter ; to speak"	"X"
"anubhāva"	"11123"	"sign or indication of a feeling (bhāva) by look or gesture ; dignity ; authority ; consequence ; firm opinion ; ascertainment ; good resolution ; belief ; gef￼hlte Jahreszeit"	"X"
"guh"	"156227"	"to cover ; to conceal ; to hide ; to keep secret"	"X"
"gharmaraśmi"	"156734"	"heat ; radiance"	"X"
"pravīra"	"155605"	"a hero ; prince ; chief among (gen. or comp.) ; a person excellent or distinguished by (comp.) ; name of a son of Pūru ; name of a son of Pracinvat (grandson of Pūru) ; name of a son of Dharmanetra ; name of a son of Haryaśva ; name of a son ol the 14th Manu ; name of a Caṇḍala ; name of the descendants of Pravīra (son of Pūru)"	"X"
"udagra"	"56309"	"having the top elevated or upwards ; over-topping ; towering or pointing upwards ; projecting ; high ; tall ; long ; increased ; large ; vast ; fierce ; intense ; haughty ; advanced (in age) ; excited ; enraptured ; loud"	"X"
"vicetas"	"48074"	"visible ; clearly seen ; discerning ; wise ; umsichtig ; klug"	"X"
"samudaya"	"30396"	"coming together ; union ; junction ; combination ; collection ; assemblage ; multitude ; aggregation ; aggregate ; (with Buddhists) the aggregate of the constituent elements or factors of any being or existence (in later times equivalent to \"existence\" itself) ; a producing cause ; income ; revenue ; success ; prosperity ; war ; battle ; a day ; rising (of the sun etc.)"	"X"
"mālya"	"79515"	"a wreath ; garland ; chaplet ; a flower"	"X"
"samudbhava"	"30439"	"existence ; production ; origin ; coming to life again ; revival ; name of Agni at the Vratādeśa"	"X"
"mud"	"136090"	"joy ; delight ; gladness ; happiness ; Joy personified (as a daughter of Tuṣṭi) ; intoxication ; frenzy ; a species of drug ; a woman (?) ; name of a class of Apsaras"	"X"
"dhūpa"	"42793"	"incense ; perfume ; aromatic vapour or smoke proceeding from gum or resin ; the gum and resin themselves ; one of the 16 acts of homage or offerings in the Pancāyatara ceremony ; [gramm.] root dhūp-"	"X"
"pāna"	"92905"	"drinking (esp. drinking spirituous liquors) ; draught (only ifc.) ; drinking the saliva i.e. kissing ; a drink ; beverage ; a drinking-vessel ; cup ; a canal"	"X"
"ubhayatra"	"46241"	"in both places ; on both sides ; in both cases or times"	"X"
"saṃsṛp"	"164815"	"to creep along ; to glide into (acc.) ; to go together ; to move ; to glide along ; to go to ; to approach (acc.) ; to go away ; to withdraw from (abl.)"	"X"
"udīr"	"160198"	"to bring or fetch out of ; to rise ; to start off (in order to go or to come) ; to move upwards ; to ascend ; to arise ; to originate ; to honour ; to respect"	"X"
"vimarda"	"123147"	"bruising ; grinding ; pounding ; rubbing ; friction ; trampling ; hostile encounter ; conflict ; scuffle ; fight ; war ; tumult ; laying waste ; devastation ; destruction ; interruption ; disturbance ; touch ; contact ; refusal ; rejection ; complete obscuration ; total eclipse ; weariness ; tediousness ; the trituration of perfumes ; Cassia Sophora ; name of a prince"	"X"
"vāditra"	"76634"	"a musical instrument ; music ; musical performance ; a musical choir"	"X"
"upasaṃgam"	"160593"	"to approach together ; to join in approaching ; to unite ; to join ; to go or come near ; to enter into any condition or state"	"X"
"śiṣya"	"132861"	"a pupil ; scholar ; passion ; anger ; violence"	"X"
"purujit"	"143996"	"name of a hero on the side of the Pāṇḍus ; name of a prince the son of Rucaka ; name of a son of Ānaka"	"X"
"kuntibhoja"	"24415"	"name of a Yādava prince; king of the Kuntis ; name of a people"	"X"
"vikram"	"163257"	"to step beyond or aside ; to move away ; to depart from (abl.) ; to move apart or asunder ; to become divided ; to go or stride through ; to traverse ; to move on ; to walk ; to go ; to advance ; to rise to (acc.) ; to bestride ; to show valour or prowess ; to attack ; to assail ; to fight"	"X"
"viśiṣ"	"163611"	"to distinguish ; to make distinct or different ; to particularize ; to specify ; to define ; to distinguish (from others) ; to prefer to (instr.) ; to augment ; to enhance ; to differ from (abl. or instr.) ; to be pre-eminent ; to excel ; to be better than (abl. or instr.) or best among (gen. or loc.)"	"X"
"dvijottama"	"91322"	""	"X"
"nāyaka"	"33608"	"a guide ; leader ; chief ; lord ; principal ; a husband ; (in dram.) the lover or hero ; the central gem of a necklace (implying also \"a general\") ; a paradigm or example (in gram.) ; name of Gautama Buddha ; name of a Brāhman ; name of an author"	"X"
"samitiṃjaya"	"215982"	"victorious in battle"	"X"
"saumadatti"	"101715"	"patr. from soma-datta ; = Bhūriśravas"	"X"
"aparyāpta"	"21091"	"incomplete ; unable ; incompetent ; insufficient ; not enough ; unlimited ; unbounded"	"X"
"paryāp"	"162285"	"to reach ; to obtain ; to attain ; to gain ; to make an end of ; to be content"	"X"
"ayana"	"32227"	"walking ; (in astron.) advancing ; precession ; way ; progress ; manner ; a treatise ; a path ; a road ; a place"	"X"
"yathābhāgam"	"73418"	"according to shares or portions ; each according to his share ; each in his respective place or in the proper pleasure"	"X"
"saṃjanay"	"164909"	"to bring forth ; to create ; to form"	"X"
"kuruvṛddha"	"24756"	"name of Bhīṣma ; name of Dhṛtarāṣṭra"	"X"
"vinad"	"163362"	"to sound forth ; to cry out ; to roar ; to bellow ; to thunder"	"X"
"pratāpavat"	"171992"	"hoheitsvoll ; majest￤tisch"	"X"
"ānaka"	"58267"	"a large military drum beaten at one end ; a double drum ; a small drum or tabor ; a thunder-cloud or a cloud to which the thunder is ascribed"	"X"
"gomukha"	"125395"	"a crocodile ; a hole in a wall of a peculiar shape made by thieves ; name of one of Śiva's attendants ; name of a son of Mātali ; name of a king ; name of a son of the treasurer of king Vatsa ; name of an attendant of the 1st Arhat of the present Avasarpiṇī ; a kind of musical instrument (sort of horn or trumpet ?)"	"X"
"abhihan"	"159209"	"to thump at ; to strike ; to kill ; to beat (as a drum) ; to afflict ; to visit with (instr.)"	"X"
"pradham"	"162900"	"to blow before or in front ; to blow away ; to scare ; to destroy ; to blow into (esp. into a conch shell) ; to cry out"	"X"
"hṛṣīkeśa"	"110723"	"name of the tenth month ; name of a Tīrtha ; name of a poet ; lord of the senses (said of Manas) ; name of Viṣṇu ; name of Kṛṣṇa"	"X"
"pauṇḍra"	"151014"	"a species of sugar-cane of a pale straw colour ; (pl.) name of a people and of a country (said to include part of South Behar and Bengal) ; (sg.) a king of this country (regarded as a son of Vasudeva) ; name of the conch-shell of Bhīma ; a class of clouds (?)"	"X"
"anantavijaya"	"9881"	"name of Yudhishthira's conch shell"	"X"
"sughoṣa"	"107181"	"a pleasant sound or cry ; name of the conch of Nakula ; name of a Buddha ; name of an Agrahāra ; a particular form of a temple"	"X"
"maṇipuṣpaka"	"26957"	"name of the conch-shell of Sahadeva"	"X"
"kāśya"	"23073"	"name of a king"	"X"
"sātyaki"	"112093"	"patr. of Yuyudhāna"	"X"
"vidāray"	"163342"	"to disperse ; to push away ; to cause to burst asunder ; to lacerate ; to open"	"X"
"nabhas"	"44077"	"mist ; clouds ; vapour (esp. of the Soma) ; the sky or atmosphere ; ether (as an element) ; name of a month in the rainy season ; the sun ; period of life ; age ; [min.] = abhra"	"X"
"vyanunāday"	"164545"	"to cause to resound ; to fill with noise or cries"	"X"
"kapidhvaja"	"1797"	"name of Arjuna"	"X"
"sampāta"	"30600"	"flying or rushing together ; collision ; concussion ; confluence ; place of contact ; a particular mode of flight ; a particular manner of fighting ; taking place ; happening ; occurence ; remnant (of a fluid) ; residue (of an offering) ; anything thrown in or added as an ingredient"	"X"
"acyuta"	"6407"	"name of Viṣṇu ; name of Kṛṣṇa ; name of a physician ; the plant Morinda Tinctoria ; name of a gift to Agni ; name of Vyāsa"	"X"
"nirīkṣ"	"161365"	"to look at or towards ; to behold ; to regard ; to observe ; to perceive"	"X"
"yoddhu"	"220693"	"fighting"	"X"
"samudyama"	"30445"	"lifting up ; great effort or exertion ; setting about ; readiness to or for ; a clash"	"X"
"durbuddhi"	"85599"	"silly ; foolish ; ignorant ; malignant"	"X"
